,明细_数值,图片,文件,审批状态,数据日期,所属部门,oid,明细_检测次数,取数日期,TemplateCodeId,明细_工序位置,填报人,明细_备注,明细_所属项目,完成时间,班次,标题,明细_化验指标,申请日期,TemplateId,明细_计量单位
325,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,五期电解,谭进,,五期电解尾液含酸浓度,,夜班,化验室填报表单,电尾液含酸,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
326,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期电解,谭进,,四期电解尾液含酸浓度,,夜班,化验室填报表单,电尾液含酸,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
327,50.4,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,一期电解,谭进,,一期电解尾液含CU浓度,,夜班,化验室填报表单,电尾液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
328,52.69,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,三期电解,谭进,,三期电解尾液含CU浓度,,夜班,化验室填报表单,电尾液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
329,51.52,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,二期电解,谭进,,二期电解尾液含CU浓度,,夜班,化验室填报表单,电尾液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
330,45.9,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,五期电解,谭进,,五期电解尾液含CU浓度,,夜班,化验室填报表单,电尾液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
331,45.43,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期电解,谭进,,四期电解尾液含CU浓度,,夜班,化验室填报表单,电尾液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
332,20.23,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,10＃浓密机,谭进,,矿浆滤液含酸,,夜班,化验室填报表单,矿浆滤液含酸,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
333,17.08,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,4＃浓密机,谭进,,矿浆滤液含酸,,夜班,化验室填报表单,矿浆滤液含酸,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
334,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,5＃浓密机,谭进,,矿浆滤液含酸,,夜班,化验室填报表单,矿浆滤液含酸,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
335,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,7＃浓密机,谭进,,矿浆滤液含酸,,夜班,化验室填报表单,矿浆滤液含酸,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
336,2.03,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,10＃浓密机,谭进,,进入尾矿坝料液含铜,,夜班,化验室填报表单,矿浆滤液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
337,1.33,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,4＃浓密机,谭进,,进入尾矿坝料液含铜,,夜班,化验室填报表单,矿浆滤液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
338,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,5＃浓密机,谭进,,进入尾矿坝料液含铜,,夜班,化验室填报表单,矿浆滤液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
339,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,7＃浓密机,谭进,,进入尾矿坝料液含铜,,夜班,化验室填报表单,矿浆滤液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
340,0.35,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,一期萃取,谭进,,一期萃余液,,夜班,化验室填报表单,萃余液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
341,0.35,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,七期萃取,谭进,,七期萃余液,,夜班,化验室填报表单,萃余液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
342,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,三期萃取,谭进,,三期萃余液,,夜班,化验室填报表单,萃余液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
343,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,二期萃取,谭进,,二期萃余液,,夜班,化验室填报表单,萃余液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
344,0.73,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,五期萃取,谭进,,五期萃余液,,夜班,化验室填报表单,萃余液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
345,0.61,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,六期萃取,谭进,,六期萃余液,,夜班,化验室填报表单,萃余液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
346,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期萃取,谭进,,四期萃余液,,夜班,化验室填报表单,萃余液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
347,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,一期萃取,谭进,,一期萃取分项时间,,夜班,化验室填报表单,1萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
348,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,七期萃取,谭进,,七期萃取分项时间,,夜班,化验室填报表单,1萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
349,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,三期萃取,谭进,,三期萃取分项时间,,夜班,化验室填报表单,1萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
350,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,二期萃取,谭进,,二期萃取分项时间,,夜班,化验室填报表单,1萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
351,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,五期萃取,谭进,,五期萃取分项时间,,夜班,化验室填报表单,1萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
352,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,六期萃取,谭进,,六期萃取分项时间,,夜班,化验室填报表单,1萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
353,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期萃取,谭进,,四期萃取分项时间,,夜班,化验室填报表单,1萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
354,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,一期萃取,谭进,,一期萃取分项时间,,夜班,化验室填报表单,2萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
355,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,七期萃取,谭进,,七期萃取分项时间,,夜班,化验室填报表单,2萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
356,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,三期萃取,谭进,,三期萃取分项时间,,夜班,化验室填报表单,2萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
357,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,二期萃取,谭进,,二期萃取分项时间,,夜班,化验室填报表单,2萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
358,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,五期萃取,谭进,,五期萃取分项时间,,夜班,化验室填报表单,2萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
359,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,六期萃取,谭进,,六期萃取分项时间,,夜班,化验室填报表单,2萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
360,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期萃取,谭进,,四期萃取分项时间,,夜班,化验室填报表单,2萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
361,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,一期萃取,谭进,,一期萃取分项时间,,夜班,化验室填报表单,3萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
362,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,七期萃取,谭进,,七期萃取分项时间,,夜班,化验室填报表单,3萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
363,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,三期萃取,谭进,,三期萃取分项时间,,夜班,化验室填报表单,3萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
364,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,二期萃取,谭进,,二期萃取分项时间,,夜班,化验室填报表单,3萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
365,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,五期萃取,谭进,,五期萃取分项时间,,夜班,化验室填报表单,3萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
366,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,六期萃取,谭进,,六期萃取分项时间,,夜班,化验室填报表单,3萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
367,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期萃取,谭进,,四期萃取分项时间,,夜班,化验室填报表单,3萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
368,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,七期萃取,谭进,,七期萃取分项时间,,夜班,化验室填报表单,4萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
369,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,七期萃取,谭进,,七期萃取分项时间,,夜班,化验室填报表单,反萃1分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
370,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,七期萃取,谭进,,七期萃取分项时间,,夜班,化验室填报表单,反萃2分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
371,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,一期萃取,谭进,,一期萃取分项时间,,夜班,化验室填报表单,反萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
372,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,三期萃取,谭进,,三期萃取分项时间,,夜班,化验室填报表单,反萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
373,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,二期萃取,谭进,,二期萃取分项时间,,夜班,化验室填报表单,反萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
374,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,五期萃取,谭进,,五期萃取分项时间,,夜班,化验室填报表单,反萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
375,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,六期萃取,谭进,,六期萃取分项时间,,夜班,化验室填报表单,反萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
376,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期萃取,谭进,,四期萃取分项时间,,夜班,化验室填报表单,反萃分项时间,2024-05-29 11:50:19,6644541eeb3f0300019793a2,分钟
