,明细_所属分类,取数日期,数据日期,明细_数量,所属部门,明细_所属项目,班次,明细_项目,明细_计量单位
10600,直接材料,2024-07-30,2024-07-30 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10601,直接材料,2024-07-30,2024-07-30 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10602,直接材料,2024-07-30,2024-07-30 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10603,直接材料,2024-07-30,2024-07-30 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10604,直接材料,2024-07-30,2024-07-30 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10605,直接材料,2024-07-30,2024-07-30 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10606,直接材料,2024-07-30,2024-07-30 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10607,直接材料,2024-07-30,2024-07-30 06:00:00,208.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10608,直接材料,2024-08-01,2024-08-01 06:00:00,663.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10609,直接材料,2024-08-01,2024-08-01 06:00:00,2576.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10610,直接材料,2024-08-01,2024-08-01 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10611,直接材料,2024-08-01,2024-08-01 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10612,直接材料,2024-08-01,2024-08-01 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10613,直接材料,2024-08-01,2024-08-01 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10614,直接材料,2024-08-01,2024-08-01 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10615,直接材料,2024-08-01,2024-08-01 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10616,直接材料,2024-08-01,2024-08-01 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10617,直接材料,2024-08-01,2024-08-01 06:00:00,344.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10618,直接材料,2024-08-02,2024-08-02 06:00:00,96.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10619,直接材料,2024-08-02,2024-08-02 06:00:00,412.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10620,直接材料,2024-08-02,2024-08-02 06:00:00,88.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10621,直接材料,2024-08-02,2024-08-02 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10622,直接材料,2024-08-02,2024-08-02 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10623,直接材料,2024-08-02,2024-08-02 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10624,直接材料,2024-08-02,2024-08-02 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10625,直接材料,2024-08-02,2024-08-02 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10626,直接材料,2024-08-02,2024-08-02 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10627,直接材料,2024-08-02,2024-08-02 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10628,直接材料,2024-08-03,2024-08-03 06:00:00,111.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10629,直接材料,2024-08-03,2024-08-03 06:00:00,1002.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10630,直接材料,2024-08-03,2024-08-03 06:00:00,120.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10631,直接材料,2024-08-03,2024-08-03 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10632,直接材料,2024-08-03,2024-08-03 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10633,直接材料,2024-08-03,2024-08-03 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10634,直接材料,2024-08-03,2024-08-03 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10635,直接材料,2024-08-03,2024-08-03 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10636,直接材料,2024-08-03,2024-08-03 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10637,直接材料,2024-08-03,2024-08-03 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10638,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10639,直接材料,2024-08-04,2024-08-04 06:00:00,1260.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10640,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10641,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10642,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10643,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10644,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10645,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10646,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10647,直接材料,2024-08-04,2024-08-04 06:00:00,144.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10648,直接材料,2024-08-06,2024-08-06 06:00:00,865.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10649,直接材料,2024-08-06,2024-08-06 06:00:00,1905.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10650,直接材料,2024-08-06,2024-08-06 06:00:00,226.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10651,直接材料,2024-08-06,2024-08-06 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10652,直接材料,2024-08-06,2024-08-06 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10653,直接材料,2024-08-06,2024-08-06 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10654,直接材料,2024-08-06,2024-08-06 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10655,直接材料,2024-08-06,2024-08-06 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10656,直接材料,2024-08-06,2024-08-06 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10657,直接材料,2024-08-06,2024-08-06 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10658,直接材料,2024-08-07,2024-08-07 06:00:00,593.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10659,直接材料,2024-08-07,2024-08-07 06:00:00,795.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10660,直接材料,2024-08-07,2024-08-07 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10661,直接材料,2024-08-07,2024-08-07 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10662,直接材料,2024-08-07,2024-08-07 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10663,直接材料,2024-08-07,2024-08-07 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10664,直接材料,2024-08-07,2024-08-07 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10665,直接材料,2024-08-07,2024-08-07 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10666,直接材料,2024-08-07,2024-08-07 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10667,直接材料,2024-08-07,2024-08-07 06:00:00,152.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10668,,2024-08-08,2024-08-08 06:00:00,0.0,选矿分厂,,白班,,
10669,直接材料,2024-08-08,2024-08-08 06:00:00,629.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10670,直接材料,2024-08-08,2024-08-08 06:00:00,1593.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10671,直接材料,2024-08-08,2024-08-08 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10672,直接材料,2024-08-08,2024-08-08 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10673,直接材料,2024-08-08,2024-08-08 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10674,直接材料,2024-08-08,2024-08-08 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10675,直接材料,2024-08-08,2024-08-08 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10676,直接材料,2024-08-08,2024-08-08 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10677,直接材料,2024-08-08,2024-08-08 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10678,直接材料,2024-08-08,2024-08-08 06:00:00,248.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10679,直接材料,2024-08-09,2024-08-09 06:00:00,1220.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10680,直接材料,2024-08-09,2024-08-09 06:00:00,1820.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10681,直接材料,2024-08-09,2024-08-09 06:00:00,260.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10682,直接材料,2024-08-09,2024-08-09 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10683,直接材料,2024-08-09,2024-08-09 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10684,直接材料,2024-08-09,2024-08-09 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10685,直接材料,2024-08-09,2024-08-09 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10686,直接材料,2024-08-09,2024-08-09 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10687,直接材料,2024-08-09,2024-08-09 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10688,直接材料,2024-08-09,2024-08-09 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10689,直接材料,2024-08-10,2024-08-10 06:00:00,207.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10690,直接材料,2024-08-10,2024-08-10 06:00:00,862.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10691,直接材料,2024-08-10,2024-08-10 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10692,直接材料,2024-08-10,2024-08-10 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10693,直接材料,2024-08-10,2024-08-10 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10694,直接材料,2024-08-10,2024-08-10 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10695,直接材料,2024-08-10,2024-08-10 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10696,直接材料,2024-08-10,2024-08-10 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10697,直接材料,2024-08-10,2024-08-10 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10698,直接材料,2024-08-10,2024-08-10 06:00:00,132.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10699,直接材料,2024-08-12,2024-08-12 06:00:00,600.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10700,直接材料,2024-08-12,2024-08-12 06:00:00,1605.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10701,直接材料,2024-08-12,2024-08-12 06:00:00,248.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10702,直接材料,2024-08-12,2024-08-12 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10703,直接材料,2024-08-12,2024-08-12 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10704,直接材料,2024-08-12,2024-08-12 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10705,直接材料,2024-08-12,2024-08-12 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10706,直接材料,2024-08-12,2024-08-12 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10707,直接材料,2024-08-12,2024-08-12 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10708,直接材料,2024-08-12,2024-08-12 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10709,直接材料,2024-08-13,2024-08-13 06:00:00,222.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10710,直接材料,2024-08-13,2024-08-13 06:00:00,1238.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10711,直接材料,2024-08-13,2024-08-13 06:00:00,165.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10712,直接材料,2024-08-13,2024-08-13 06:00:00,73.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10713,直接材料,2024-08-13,2024-08-13 06:00:00,116.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10714,直接材料,2024-08-13,2024-08-13 06:00:00,335.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10715,直接材料,2024-08-13,2024-08-13 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10716,直接材料,2024-08-13,2024-08-13 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10717,直接材料,2024-08-13,2024-08-13 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10718,直接材料,2024-08-13,2024-08-13 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10719,直接材料,2024-08-14,2024-08-14 06:00:00,611.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10720,直接材料,2024-08-14,2024-08-14 06:00:00,2346.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10721,直接材料,2024-08-14,2024-08-14 06:00:00,315.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10722,直接材料,2024-08-14,2024-08-14 06:00:00,144.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10723,直接材料,2024-08-14,2024-08-14 06:00:00,264.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10724,直接材料,2024-08-14,2024-08-14 06:00:00,778.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10725,直接材料,2024-08-14,2024-08-14 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10726,直接材料,2024-08-14,2024-08-14 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10727,直接材料,2024-08-14,2024-08-14 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10728,直接材料,2024-08-14,2024-08-14 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10729,直接材料,2024-08-16,2024-08-16 06:00:00,567.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10730,直接材料,2024-08-16,2024-08-16 06:00:00,1998.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10731,直接材料,2024-08-16,2024-08-16 06:00:00,239.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10732,直接材料,2024-08-16,2024-08-16 06:00:00,1078.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10733,直接材料,2024-08-16,2024-08-16 06:00:00,1067.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10734,直接材料,2024-08-16,2024-08-16 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10735,直接材料,2024-08-16,2024-08-16 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10736,直接材料,2024-08-16,2024-08-16 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10737,直接材料,2024-08-16,2024-08-16 06:00:00,0.8,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10738,直接材料,2024-08-16,2024-08-16 06:00:00,256.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10739,直接材料,2024-08-17,2024-08-17 06:00:00,614.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10740,直接材料,2024-08-17,2024-08-17 06:00:00,1608.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10741,直接材料,2024-08-17,2024-08-17 06:00:00,1156.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10742,直接材料,2024-08-17,2024-08-17 06:00:00,949.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10743,直接材料,2024-08-17,2024-08-17 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10744,直接材料,2024-08-17,2024-08-17 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10745,直接材料,2024-08-17,2024-08-17 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10746,直接材料,2024-08-17,2024-08-17 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10747,直接材料,2024-08-17,2024-08-17 06:00:00,165.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10748,直接材料,2024-08-17,2024-08-17 06:00:00,82.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,方
10749,直接材料,2024-08-18,2024-08-18 06:00:00,506.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10750,直接材料,2024-08-18,2024-08-18 06:00:00,1530.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10751,直接材料,2024-08-18,2024-08-18 06:00:00,234.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,吨
10752,直接材料,2024-08-18,2024-08-18 06:00:00,211.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10753,直接材料,2024-08-18,2024-08-18 06:00:00,1024.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10754,直接材料,2024-08-18,2024-08-18 06:00:00,984.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10755,直接材料,2024-08-18,2024-08-18 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10756,直接材料,2024-08-18,2024-08-18 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10757,直接材料,2024-08-18,2024-08-18 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10758,直接材料,2024-08-18,2024-08-18 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10759,直接材料,2024-08-19,2024-08-19 06:00:00,548.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10760,直接材料,2024-08-19,2024-08-19 06:00:00,915.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10761,直接材料,2024-08-19,2024-08-19 06:00:00,993.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10762,直接材料,2024-08-19,2024-08-19 06:00:00,1071.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10763,直接材料,2024-08-19,2024-08-19 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10764,直接材料,2024-08-19,2024-08-19 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10765,直接材料,2024-08-19,2024-08-19 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10766,直接材料,2024-08-19,2024-08-19 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10767,直接材料,2024-08-19,2024-08-19 06:00:00,148.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10768,直接材料,2024-08-19,2024-08-19 06:00:00,209.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,方
10769,直接材料,2024-08-20,2024-08-20 06:00:00,488.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10770,直接材料,2024-08-20,2024-08-20 06:00:00,2285.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10771,直接材料,2024-08-20,2024-08-20 06:00:00,1109.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10772,直接材料,2024-08-20,2024-08-20 06:00:00,710.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10773,直接材料,2024-08-20,2024-08-20 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10774,直接材料,2024-08-20,2024-08-20 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10775,直接材料,2024-08-20,2024-08-20 06:00:00,1.2,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10776,直接材料,2024-08-20,2024-08-20 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10777,直接材料,2024-08-20,2024-08-20 06:00:00,283.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10778,直接材料,2024-08-20,2024-08-20 06:00:00,330.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,方
10779,直接材料,2024-08-21,2024-08-21 06:00:00,865.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10780,直接材料,2024-08-21,2024-08-21 06:00:00,2450.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10781,直接材料,2024-08-21,2024-08-21 06:00:00,149.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10782,直接材料,2024-08-21,2024-08-21 06:00:00,628.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10783,直接材料,2024-08-21,2024-08-21 06:00:00,623.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10784,直接材料,2024-08-21,2024-08-21 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10785,直接材料,2024-08-21,2024-08-21 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10786,直接材料,2024-08-21,2024-08-21 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10787,直接材料,2024-08-21,2024-08-21 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10788,直接材料,2024-08-21,2024-08-21 06:00:00,345.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10789,直接材料,2024-08-22,2024-08-22 06:00:00,0.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10790,直接材料,2024-08-22,2024-08-22 06:00:00,1862.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10791,直接材料,2024-08-22,2024-08-22 06:00:00,528.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10792,直接材料,2024-08-22,2024-08-22 06:00:00,525.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10793,直接材料,2024-08-22,2024-08-22 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10794,直接材料,2024-08-22,2024-08-22 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10795,直接材料,2024-08-22,2024-08-22 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10796,直接材料,2024-08-22,2024-08-22 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10797,直接材料,2024-08-22,2024-08-22 06:00:00,188.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10798,直接材料,2024-08-22,2024-08-22 06:00:00,112.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,方
10799,直接材料,2024-08-23,2024-08-23 06:00:00,0.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10800,直接材料,2024-08-23,2024-08-23 06:00:00,1855.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10801,直接材料,2024-08-23,2024-08-23 06:00:00,224.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10802,直接材料,2024-08-23,2024-08-23 06:00:00,943.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10803,直接材料,2024-08-23,2024-08-23 06:00:00,874.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10804,直接材料,2024-08-23,2024-08-23 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10805,直接材料,2024-08-23,2024-08-23 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10806,直接材料,2024-08-23,2024-08-23 06:00:00,0.0,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
10807,直接材料,2024-08-23,2024-08-23 06:00:00,0.0,选矿分厂,钢球,白班,4、5号球磨钢球消耗,吨
10808,直接材料,2024-08-23,2024-08-23 06:00:00,182.0,选矿分厂,暂无分类,白班,1-2期半自磨用水量,方
10809,直接材料,2024-08-24,2024-08-24 06:00:00,0.0,选矿分厂,半自磨矿石,白班,1期半自磨磨矿湿重,吨
10810,直接材料,2024-08-24,2024-08-24 06:00:00,1523.0,选矿分厂,半自磨矿石,白班,2期半自磨磨矿湿重,吨
10811,直接材料,2024-08-24,2024-08-24 06:00:00,0.0,选矿分厂,暂无分类,白班,4、5号球磨用水量,吨
10812,直接材料,2024-08-24,2024-08-24 06:00:00,0.0,选矿分厂,球磨矿石,白班,4号磨机磨矿湿重,吨
10813,直接材料,2024-08-24,2024-08-24 06:00:00,0.0,选矿分厂,球磨矿石,白班,5号磨机磨矿湿重,吨
10814,直接材料,2024-08-24,2024-08-24 06:00:00,0.0,选矿分厂,衬板,白班,1-2期半自磨衬板消耗,吨
10815,直接材料,2024-08-24,2024-08-24 06:00:00,0.0,选矿分厂,衬板,白班,4、5号球磨衬板消耗,吨
10816,直接材料,2024-08-24,2024-08-24 06:00:00,0.24,选矿分厂,钢球,白班,1-2期半自磨钢球消耗,吨
